,ident,it,t,a(i),emegas(i),emepla(i)/emet,rplanet(i)/radtie,emestar,rc,qest,sigmag_0,emed,gama,apert,fpert,constmigI,emetal,taugas
6666,540,199762,20000001.0,13.640012481082476,0.0,0.4144207835755879,   1.1482984263638427      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6667,540,199762,20000001.0,15.053788612693207,0.0,0.22365807746717767,  0.93501529533663263      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6668,540,199762,20000001.0,15.786836782330743,0.0,0.14007858645271265,  0.80003989251179597      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6669,540,199762,20000001.0,16.93154727655538,0.0,0.05408524249284976,  0.58265078650648094      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6670,540,199762,20000001.0,17.555298100947887,0.0,0.06464732699234763,  0.61837741162702864      ,1.6436482667922974e+33,50.23720169067383,2.894402980804444,95.29402037443232,0.17,1.0,0.10000000149011612,1.0,0.1,-0.19934843480587008,4248087.0
6683,542,199905,20000001.0,5.042840623754833,0.0,3.368268350752936,   2.3058949588504558      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6684,542,199905,20000001.0,7.942704186570083,0.0,2.3696630492558843,   2.0511775148664548      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6685,542,199905,20000001.0,9.859506048037844,0.0,1.6705288184778462,   1.8261145720031915      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6686,542,199905,20000001.0,11.746959252820124,0.0,1.0684927244980025,   1.5740648437453899      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6687,542,199905,20000001.0,12.947923998224034,0.0,0.9256005806126384,   1.5006433873575511      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6688,542,199905,20000001.0,14.115397074036634,0.0,0.6365268634634064,   1.3247411024062565      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6689,542,199905,20000001.0,16.072401032841274,0.0,0.2880356887906989,   1.0172325725565521      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6690,542,199905,20000001.0,16.922785830611556,0.0,0.1586829308372131,  0.83400373927396343      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6691,542,199905,20000001.0,17.70809454996144,0.0,0.09201188872643375,  0.69551158610171204      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6692,542,199905,20000001.0,19.118491830248715,0.0,0.08037314395918381,  0.66490947742286988      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6693,542,199905,20000001.0,20.43473139225316,0.0,0.0846899220640429,  0.67662834926660043      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6694,542,199905,20000001.0,21.172924382768308,0.0,0.07885333616203281,  0.66073454041503443      ,1.7642724514007563e+33,34.75118637084961,3.802557229995728,152.29010649791002,0.13,1.0,0.10000000149011612,1.0,0.1,-0.06366666406393051,6163855.5
6705,544,199954,20000001.0,10.803411476698574,0.0,1.6629406457959683,   1.8242041371043822      ,1.906767606735229e+33,41.1494369506836,2.936484336853028,158.7425732043779,0.19,1.0,0.10000000149011612,1.0,0.1,-0.03780688345432282,9455180.0
6706,544,199954,20000001.0,16.425565683048383,0.0,1.0078234986464851,   1.5442993859926333      ,1.906767606735229e+33,41.1494369506836,2.936484336853028,158.7425732043779,0.19,1.0,0.10000000149011612,1.0,0.1,-0.03780688345432282,9455180.0
6707,544,199954,20000001.0,19.333635557987808,0.0,0.4801861225367691,   1.2062565063260102      ,1.906767606735229e+33,41.1494369506836,2.936484336853028,158.7425732043779,0.19,1.0,0.10000000149011612,1.0,0.1,-0.03780688345432282,9455180.0
6708,544,199954,20000001.0,21.743281785443568,0.0,0.2527822613372488,  0.97414082499633470      ,1.906767606735229e+33,41.1494369506836,2.936484336853028,158.7425732043779,0.19,1.0,0.10000000149011612,1.0,0.1,-0.03780688345432282,9455180.0
